top,bottom,right,left,HITId,HITTypeId,Reward,AssignmentDurationInSeconds,WorkerId,AssignmentStatus,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,WorkTimeInSeconds,experiment_no,is_pilot,didbf,monitor,mousetrackpad,age,income,edu,is_mobile,is_cellphone,mousetrackpad2,ImageId,in_treatment,bound_size,bounding_box_score
431,581,548,144,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,A3KVKK1XLBTSN3,Submitted,0% (0/0),0% (0/0),0% (0/0),31,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,8.40463778936274
428,579,544,147,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,AN2IWKO1CAWS3,Submitted,0% (0/0),0% (0/0),0% (0/0),33,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,8.20414022521372
405,587,548,140,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,ACA17ODAP3JRW,Submitted,0% (0/0),0% (0/0),0% (0/0),36,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,26.1715510069906
406,428,346,343,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,ACA17ODAP3JRW,Submitted,0% (0/0),0% (0/0),0% (0/0),36,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,450.979482641199
427,581,545,139,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,AYMJAMX7Z7YHG,Submitted,0% (0/0),0% (0/0),0% (0/0),36,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,7.38152279488342
417,604,569,131,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,ALTSDQ7JAWE7E,Submitted,0% (0/0),0% (0/0),0% (0/0),36,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,51.4565185468882
427,580,544,145,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,A19F75QCU199K8,Submitted,0% (0/0),0% (0/0),0% (0/0),37,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,4.98834028377292
426,580,544,145,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,A3QFL2284F2P9R,Submitted,0% (0/0),0% (0/0),0% (0/0),37,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,4.02073791231193
427,583,540,146,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,A22RR2Q0OC1JQ0,Submitted,0% (0/0),0% (0/0),0% (0/0),37,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,8.83739836391422
422,589,564,142,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,A2Q39WMBAU71OE,Submitted,0% (0/0),0% (0/0),0% (0/0),38,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,27.5778082691902
431,578,544,153,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,A2V8IQ87DYKZCD,Submitted,0% (0/0),0% (0/0),0% (0/0),39,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,17.1252152730331
428,581,547,139,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,A26KS0EB5XV4N9,Submitted,0% (0/0),0% (0/0),0% (0/0),39,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,9.00430834463004
426,580,543,145,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,A2R4R1UFDFCQSP,Submitted,0% (0/0),0% (0/0),0% (0/0),40,7,0,,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,4.50725925821921
424,588,549,137,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,A3CGNJSLCEDU3J,Submitted,0% (0/0),0% (0/0),0% (0/0),41,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,13.8177798663323
422,583,543,143,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,A2WCLMEIKZA2XR,Submitted,0% (0/0),0% (0/0),0% (0/0),41,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,4.61856783299323
368,602,582,106,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,AE7V5Q6DX17T,Submitted,0% (0/0),0% (0/0),0% (0/0),42,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,110.175969563757
402,600,567,117,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,A1BJD9845UDY0X,Submitted,0% (0/0),0% (0/0),0% (0/0),43,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,63.8621291367826
419,589,553,134,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,A226PPE8EN1W8M,Submitted,0% (0/0),0% (0/0),0% (0/0),44,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,22.0541143138097
427,579,543,146,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,A1P47Q6LZPLQ6P,Submitted,0% (0/0),0% (0/0),0% (0/0),44,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,6.73104435053479
424,587,552,139,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,A3RKPCX6IQAZ7O,Submitted,0% (0/0),0% (0/0),0% (0/0),45,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,14.7768456907233
418,587,549,141,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,AGZ4MDF3G7BL7,Submitted,0% (0/0),0% (0/0),0% (0/0),45,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,13.8642947987039
429,581,546,144,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,A2DH3YMNF0CSSE,Submitted,0% (0/0),0% (0/0),0% (0/0),47,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,5.82165996568666
423,584,540,142,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,AN32PKMWCJJKJ,Submitted,0% (0/0),0% (0/0),0% (0/0),47,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,8.04040867888065
429,584,556,151,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,A3UC4JITM1QD1M,Submitted,0% (0/0),0% (0/0),0% (0/0),48,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,20.6195705609058
426,583,546,138,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,A2LFC0P6YG24L2,Submitted,0% (0/0),0% (0/0),0% (0/0),49,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,8.13957357046294
426,580,547,157,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,A7ARLVESOUAOL,Submitted,0% (0/0),0% (0/0),0% (0/0),50,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,16.7700847747056
424,583,543,152,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,A391OVILIK4JK2,Submitted,0% (0/0),0% (0/0),0% (0/0),50,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,10.5084609713298
420,569,536,152,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,A2PGZ4K8RFSTTI,Submitted,0% (0/0),0% (0/0),0% (0/0),50,7,0,,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,24.3078132786789
417,578,553,141,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,A12NNJKHIZP1TY,Submitted,0% (0/0),0% (0/0),0% (0/0),50,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,14.720665304954
424,581,545,144,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,A1Z9OQ4ULMNKL7,Submitted,0% (0/0),0% (0/0),0% (0/0),51,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,1
423,580,546,143,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,A1IN5BCUGDUFRW,Submitted,0% (0/0),0% (0/0),0% (0/0),52,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,2.75090224812767
426,583,542,147,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,A3H0GSVF1YX21S,Submitted,0% (0/0),0% (0/0),0% (0/0),53,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,7.46530242395613
418,581,550,136,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,A1M8NRHSH58X25,Submitted,0% (0/0),0% (0/0),0% (0/0),53,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,15.4054707755358
423,585,551,140,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,AYHUF6L0XBG51,Submitted,0% (0/0),0% (0/0),0% (0/0),54,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,11.6620812458533
429,579,544,146,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,A3OR65UQWSACYB,Submitted,0% (0/0),0% (0/0),0% (0/0),54,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,8.35283223543274
435,577,559,132,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,A3ACE5K24TE8I7,Submitted,0% (0/0),0% (0/0),0% (0/0),55,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,30.1325897754726
420,578,538,147,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,A1SWXOJO9MNNQR,Submitted,0% (0/0),0% (0/0),0% (0/0),55,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,12.4686963558472
428,580,545,145,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,A19ZOKX8M6VWOO,Submitted,0% (0/0),0% (0/0),0% (0/0),55,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,5.9370004797583
430,583,547,150,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,A12BPQY35PARUO,Submitted,0% (0/0),0% (0/0),0% (0/0),57,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,13.3821156464668
429,577,544,147,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,A2M8LILG4AII22,Submitted,0% (0/0),0% (0/0),0% (0/0),57,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,10.4490835213717
423,583,542,149,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,A2LFM01A16YPKG,Submitted,0% (0/0),0% (0/0),0% (0/0),58,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,8.80716029658652
430,584,540,144,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,A3NNWJI1G86RJ2,Submitted,0% (0/0),0% (0/0),0% (0/0),58,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,10.6523340903397
407,588,545,144,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,A3VMNOYU4TNDNS,Submitted,0% (0/0),0% (0/0),0% (0/0),60,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,24.0330075930804
418,603,551,145,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,AOHLJ70JAIZTB,Submitted,0% (0/0),0% (0/0),0% (0/0),62,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,30.8045887777582
423,573,550,145,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,A3J08ETUZNPUF3,Submitted,0% (0/0),0% (0/0),0% (0/0),63,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,13.6188557343325
429,580,546,150,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,A221PNPQRV4FC4,Submitted,0% (0/0),0% (0/0),0% (0/0),64,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,11.8965389668303
427,589,549,136,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,A3JQ6UU1DQCDKL,Submitted,0% (0/0),0% (0/0),0% (0/0),64,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,16.1629938200614
425,580,544,144,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,A1ZDPD1KVAXHJ9,Submitted,0% (0/0),0% (0/0),0% (0/0),66,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,2.37453153274492
429,585,545,140,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,A1FXL8UJF8E60B,Submitted,0% (0/0),0% (0/0),0% (0/0),66,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,10.2368881167758
423,582,546,141,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,A1SI9PMRC9RJQ5,Submitted,0% (0/0),0% (0/0),0% (0/0),67,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,4.25119892265689
425,579,545,137,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,AX27MR7AMU52H,Submitted,0% (0/0),0% (0/0),0% (0/0),67,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,7.72987974256758
427,582,544,147,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,A3BRWL8KP33I0N,Submitted,0% (0/0),0% (0/0),0% (0/0),68,7,0,,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,6.84237136717533
537,545,544,533,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,A3BRWL8KP33I0N,Submitted,0% (0/0),0% (0/0),0% (0/0),68,7,0,,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,504.301351858348
416,596,555,137,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,A1GWYEIX5S6JU4,Submitted,0% (0/0),0% (0/0),0% (0/0),68,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,29.3819174326694
425,582,545,147,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,A2MISBKRBT4AUA,Submitted,0% (0/0),0% (0/0),0% (0/0),68,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,4.83769065641619
429,580,544,145,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,A1H5Q9HRH4RPZU,Submitted,0% (0/0),0% (0/0),0% (0/0),70,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,6.9616267408821
424,581,545,145,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,A2PCVKO2PJRZL0,Submitted,0% (0/0),0% (0/0),0% (0/0),70,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,2
424,576,547,145,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,A9R4S0WFSPPTO,Submitted,0% (0/0),0% (0/0),0% (0/0),70,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,7.62209083920072
427,582,544,145,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,AXBK0LTMD7MAE,Submitted,0% (0/0),0% (0/0),0% (0/0),71,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,4.98834028377292
425,580,545,145,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,A32KBC2ROF5I3T,Submitted,0% (0/0),0% (0/0),0% (0/0),71,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,2.98365957301378
429,582,543,144,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,A2NURUM0IC7JAF,Submitted,0% (0/0),0% (0/0),0% (0/0),73,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,6.44935660557316
432,581,559,139,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,A249EWKM1EOARK,Submitted,0% (0/0),0% (0/0),0% (0/0),74,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,20.7980534127372
426,579,544,143,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,A2QKKQA56N8KS4,Submitted,0% (0/0),0% (0/0),0% (0/0),75,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,4.13204648708595
426,579,543,145,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,A3PX8ILC809788,Submitted,0% (0/0),0% (0/0),0% (0/0),75,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,5.17285221130469
,,,,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,A37KN6X7M46F5,Rejected,0% (0/1),0% (0/1),0% (0/1),79,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,
428,577,538,148,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,A3L8C3IF955Z65,Submitted,0% (0/0),0% (0/0),0% (0/0),79,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,13.8778889000292
425,581,544,144,33EEIIWHLAPZ7XYLA51939R52XTQVA,3UWUAQCPMK7X4TI5TONI0M0EW2D5CO,$0.05,3600,A314XJY8V1YL12,Submitted,0% (0/0),0% (0/0),0% (0/0),80,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,1.82726576637245
